,都道府県名,市区町村名,大字町丁目名,住所コード,"都道府県+
市区町村",大字・町,丁目,,市区町村コード,"大字町丁目
コード",Bゾーンコード,,,Bゾーン名称,,1.買物・娯楽施設,2.交通・物流施設,3.公共施設,4.その他,*
,岡山県,苫田郡鏡野町,富仲間,33606 040 00,33606,040,00,,33606,336060040000,33,606,01,苫田郡鏡野町１区,,,,,,*
,岡山県,苫田郡鏡野町,富西谷,33606 041 00,33606,041,00,,33606,336060041000,33,606,01,苫田郡鏡野町１区,,,,鏡野町役場富振興センター,,*
,岡山県,苫田郡鏡野町,富東谷,33606 042 00,33606,042,00,,33606,336060042000,33,606,01,苫田郡鏡野町１区,,,,,,*
,岡山県,苫田郡鏡野町,中谷,33606 043 00,33606,043,00,,33606,336060043000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,長藤,33606 044 00,33606,044,00,,33606,336060044000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,西屋,33606 045 00,33606,045,00,,33606,336060045000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,布原,33606 046 00,33606,046,00,,33606,336060046000,33,606,04,苫田郡鏡野町４区,,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－５鏡野店,,,,*
,岡山県,苫田郡鏡野町,箱,33606 047 00,33606,047,00,,33606,336060047000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,羽出,33606 048 00,33606,048,00,,33606,336060048000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,羽出西谷,33606 049 00,33606,049,00,,33606,336060049000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,馬場,33606 050 00,33606,050,00,,33606,336060050000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,土生,33606 051 00,33606,051,00,,33606,336060051000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,原,33606 052 00,33606,052,00,,33606,336060052000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,古川,33606 053 00,33606,053,00,,33606,336060053000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,真加部,33606 054 00,33606,054,00,,33606,336060054000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,宗枝,33606 055 00,33606,055,00,,33606,336060055000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,百谷,33606 056 00,33606,056,00,,33606,336060056000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,山城,33606 057 00,33606,057,00,,33606,336060057000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,養野,33606 058 00,33606,058,00,,33606,336060058000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,吉原,33606 059 00,33606,059,00,,33606,336060059000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,和田,33606 060 00,33606,060,00,,33606,336060060000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,勝田郡勝央町,石生,33622 001 00,33622,001,00,,33622,336220001000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,植月北,33622 002 00,33622,002,00,,33622,336220002000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,植月中,33622 003 00,33622,003,00,,33622,336220003000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,植月東,33622 004 00,33622,004,00,,33622,336220004000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,岡,33622 005 00,33622,005,00,,33622,336220005000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,小矢田,33622 006 00,33622,006,00,,33622,336220006000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,勝間田,33622 007 00,33622,007,00,,33622,336220007000,33,622,00,勝田郡勝央町,,,ＪＲ勝間田駅,勝央町役場,,*
,岡山県,勝田郡勝央町,上香山,33622 008 00,33622,008,00,,33622,336220008000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,河原,33622 009 00,33622,009,00,,33622,336220009000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,黒坂,33622 010 00,33622,010,00,,33622,336220010000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,黒土,33622 011 00,33622,011,00,,33622,336220011000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,下町川,33622 012 00,33622,012,00,,33622,336220012000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,曽井,33622 013 00,33622,013,00,,33622,336220013000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,田井,33622 014 00,33622,014,00,,33622,336220014000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,太平台,33622 015 00,33622,015,00,,33622,336220015000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,平,33622 016 00,33622,016,00,,33622,336220016000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,為本,33622 017 00,33622,017,00,,33622,336220017000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,豊久田,33622 018 00,33622,018,00,,33622,336220018000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,畑屋,33622 019 00,33622,019,00,,33622,336220019000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,東吉田,33622 020 00,33622,020,00,,33622,336220020000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,福吉,33622 021 00,33622,021,00,,33622,336220021000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡勝央町,美野,33622 022 00,33622,022,00,,33622,336220022000,33,622,00,勝田郡勝央町,,,,,,*
,岡山県,勝田郡奈義町,荒内西,33623 001 00,33623,001,00,,33623,336230001000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,小坂,33623 002 00,33623,002,00,,33623,336230002000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,柿,33623 003 00,33623,003,00,,33623,336230003000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,上町川,33623 004 00,33623,004,00,,33623,336230004000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,行方,33623 005 00,33623,005,00,,33623,336230005000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,高円,33623 006 00,33623,006,00,,33623,336230006000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,関本,33623 007 00,33623,007,00,,33623,336230007000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,滝本,33623 008 00,33623,008,00,,33623,336230008000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,豊沢,33623 009 00,33623,009,00,,33623,336230009000,33,623,00,勝田郡奈義町,,,,奈義町役場,,*
,岡山県,勝田郡奈義町,中島西,33623 010 00,33623,010,00,,33623,336230010000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,中島東,33623 011 00,33623,011,00,,33623,336230011000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,成松,33623 012 00,33623,012,00,,33623,336230012000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,西原,33623 013 00,33623,013,00,,33623,336230013000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,久常,33623 014 00,33623,014,00,,33623,336230014000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,広岡,33623 015 00,33623,015,00,,33623,336230015000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,馬桑,33623 016 00,33623,016,00,,33623,336230016000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,皆木,33623 017 00,33623,017,00,,33623,336230017000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,勝田郡奈義町,宮内,33623 018 00,33623,018,00,,33623,336230018000,33,623,00,勝田郡奈義町,,,,,,*
,岡山県,英田郡西粟倉村,大字筏津,33643 001 00,33643,001,00,,33643,336430001000,33,643,00,英田郡西粟倉村,,,,,,*
,岡山県,英田郡西粟倉村,大字大茅,33643 002 00,33643,002,00,,33643,336430002000,33,643,00,英田郡西粟倉村,,,,,,*
,岡山県,英田郡西粟倉村,大字影石,33643 003 00,33643,003,00,,33643,336430003000,33,643,00,英田郡西粟倉村,,,道の駅あわくらんど,西粟倉村役場,,*
,岡山県,英田郡西粟倉村,大字坂根,33643 004 00,33643,004,00,,33643,336430004000,33,643,00,英田郡西粟倉村,,,,,,*
,岡山県,英田郡西粟倉村,大字知社,33643 005 00,33643,005,00,,33643,336430005000,33,643,00,英田郡西粟倉村,,,,,,*
,岡山県,英田郡西粟倉村,大字長尾,33643 006 00,33643,006,00,,33643,336430006000,33,643,00,英田郡西粟倉村,,,,,,*
,岡山県,久米郡久米南町,上神目,33663 001 00,33663,001,00,,33663,336630001000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,上二ケ,33663 002 00,33663,002,00,,33663,336630002000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,上籾,33663 003 00,33663,003,00,,33663,336630003000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,上弓削,33663 004 00,33663,004,00,,33663,336630004000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,北庄,33663 005 00,33663,005,00,,33663,336630005000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,京尾,33663 006 00,33663,006,00,,33663,336630006000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,神目中,33663 007 00,33663,007,00,,33663,336630007000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,里方,33663 008 00,33663,008,00,,33663,336630008000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,塩之内,33663 009 00,33663,009,00,,33663,336630009000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,下二ケ,33663 010 00,33663,010,00,,33663,336630010000,33,663,00,久米郡久米南町,,,道の駅くめなん,,,*
,岡山県,久米郡久米南町,下籾,33663 011 00,33663,011,00,,33663,336630011000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,下弓削,33663 012 00,33663,012,00,,33663,336630012000,33,663,00,久米郡久米南町,,,,久米南町役場,,*
,岡山県,久米郡久米南町,泰山寺,33663 013 00,33663,013,00,,33663,336630013000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,峠,33663 014 00,33663,014,00,,33663,336630014000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,中籾,33663 015 00,33663,015,00,,33663,336630015000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,西山寺,33663 016 00,33663,016,00,,33663,336630016000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,羽出木,33663 017 00,33663,017,00,,33663,336630017000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,仏教寺,33663 018 00,33663,018,00,,33663,336630018000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,別所,33663 019 00,33663,019,00,,33663,336630019000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,全間,33663 020 00,33663,020,00,,33663,336630020000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,松,33663 021 00,33663,021,00,,33663,336630021000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,南庄,33663 022 00,33663,022,00,,33663,336630022000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,南畑,33663 023 00,33663,023,00,,33663,336630023000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,宮地,33663 024 00,33663,024,00,,33663,336630024000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,安ケ乢,33663 025 00,33663,025,00,,33663,336630025000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,山手,33663 026 00,33663,026,00,,33663,336630026000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡久米南町,山ノ城,33663 027 00,33663,027,00,,33663,336630027000,33,663,00,久米郡久米南町,,,,,,*
,岡山県,久米郡美咲町,上口,33666 001 00,33666,001,00,,33666,336660001000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,打穴上,33666 002 00,33666,002,00,,33666,336660002000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,打穴北,33666 003 00,33666,003,00,,33666,336660003000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,打穴里,33666 004 00,33666,004,00,,33666,336660004000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,打穴下,33666 005 00,33666,005,00,,33666,336660005000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,打穴中,33666 006 00,33666,006,00,,33666,336660006000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,打穴西,33666 007 00,33666,007,00,,33666,336660007000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,上間,33666 008 00,33666,008,00,,33666,336660008000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,江与味,33666 009 00,33666,009,00,,33666,336660009000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,王子,33666 010 00,33666,010,00,,33666,336660010000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,大垪和西,33666 011 00,33666,011,00,,33666,336660011000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,大垪和東,33666 012 00,33666,012,00,,33666,336660012000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,小原,33666 013 00,33666,013,00,,33666,336660013000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,書副,33666 014 00,33666,014,00,,33666,336660014000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,金堀,33666 015 00,33666,015,00,,33666,336660015000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,北,33666 016 00,33666,016,00,,33666,336660016000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,吉ケ原,33666 017 00,33666,017,00,,33666,336660017000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,栗子,33666 018 00,33666,018,00,,33666,336660018000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,高下,33666 019 00,33666,019,00,,33666,336660019000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,小瀬,33666 020 00,33666,020,00,,33666,336660020000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,小山,33666 021 00,33666,021,00,,33666,336660021000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,越尾,33666 022 00,33666,022,00,,33666,336660022000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,西幸,33666 023 00,33666,023,00,,33666,336660023000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,境,33666 024 00,33666,024,00,,33666,336660024000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,定宗,33666 025 00,33666,025,00,,33666,336660025000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,里,33666 026 00,33666,026,00,,33666,336660026000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,塩気,33666 027 00,33666,027,00,,33666,336660027000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,重藤,33666 028 00,33666,028,00,,33666,336660028000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,下谷,33666 029 00,33666,029,00,,33666,336660029000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,新城,33666 030 00,33666,030,00,,33666,336660030000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,周佐,33666 031 00,33666,031,00,,33666,336660031000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,惣田,33666 032 00,33666,032,00,,33666,336660032000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,大戸上,33666 033 00,33666,033,00,,33666,336660033000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,大戸下,33666 034 00,33666,034,00,,33666,336660034000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,高城,33666 035 00,33666,035,00,,33666,336660035000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,角石祖母,33666 036 00,33666,036,00,,33666,336660036000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,塚角,33666 037 00,33666,037,00,,33666,336660037000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,百々,33666 038 00,33666,038,00,,33666,336660038000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,栃原,33666 039 00,33666,039,00,,33666,336660039000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,中,33666 040 00,33666,040,00,,33666,336660040000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,中垪和,33666 041 00,33666,041,00,,33666,336660041000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,西,33666 042 00,33666,042,00,,33666,336660042000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,西川,33666 043 00,33666,043,00,,33666,336660043000,33,666,02,久米郡美咲町２区,,,,美咲町役場旭総合支所,,*
,岡山県,久米郡美咲町,西川上,33666 044 00,33666,044,00,,33666,336660044000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,錦織,33666 045 00,33666,045,00,,33666,336660045000,33,666,01,久米郡美咲町１区,,,,,,*
,岡山県,久米郡美咲町,西垪和,33666 046 00,33666,046,00,,33666,336660046000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,八神,33666 047 00,33666,047,00,,33666,336660047000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,羽仁,33666 048 00,33666,048,00,,33666,336660048000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,原田,33666 049 00,33666,049,00,,33666,336660049000,33,666,01,久米郡美咲町１区,,,,美咲町役場,,*
,岡山県,久米郡美咲町,東垪和,33666 050 00,33666,050,00,,33666,336660050000,33,666,02,久米郡美咲町２区,,,,,,*
,岡山県,久米郡美咲町,久木,33666 051 00,33666,051,00,,33666,336660051000,33,666,03,久米郡美咲町３区,,,,美咲町役場柵原総合支所,,*
,岡山県,久米郡美咲町,藤田上,33666 052 00,33666,052,00,,33666,336660052000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,藤田下,33666 053 00,33666,053,00,,33666,336660053000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,藤原,33666 054 00,33666,054,00,,33666,336660054000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,松尾,33666 055 00,33666,055,00,,33666,336660055000,33,666,03,久米郡美咲町３区,,,,,,*
,岡山県,久米郡美咲町,南,33666 056 00,33666,056,00,,33666,336660056000,33,666,02,久米郡美咲町２区,,,,,,*
